#    L    TT             EE             BB             TE             PP             TP             EP          
   231   0.570430E+04   0.119962E+01   0.128908E-02   0.314800E+02   0.495458E-07   0.113109E-03   0.686502E-08
   232   0.569745E+04   0.124175E+01   0.129442E-02   0.331710E+02   0.493193E-07   0.112224E-03   0.221744E-07
   233   0.568995E+04   0.128578E+01   0.129972E-02   0.348664E+02   0.490978E-07   0.111358E-03   0.374042E-07
   234   0.568185E+04   0.133174E+01   0.130497E-02   0.365632E+02   0.488752E-07   0.110474E-03   0.524264E-07
   235   0.567340E+04   0.137967E+01   0.131014E-02   0.382635E+02   0.486563E-07   0.109568E-03   0.679390E-07
   236   0.566385E+04   0.142957E+01   0.131520E-02   0.399638E+02   0.484376E-07   0.108652E-03   0.834828E-07
   237   0.565396E+04   0.148149E+01   0.132016E-02   0.416654E+02   0.482214E-07   0.107810E-03   0.988296E-07
   238   0.564351E+04   0.153543E+01   0.132497E-02   0.433668E+02   0.480065E-07   0.106972E-03   0.113871E-06
   239   0.563242E+04   0.159144E+01   0.132964E-02   0.450680E+02   0.477928E-07   0.106106E-03   0.128887E-06
   240   0.562065E+04   0.164950E+01   0.133414E-02   0.467664E+02   0.475814E-07   0.105216E-03   0.144166E-06
   241   0.560857E+04   0.170966E+01   0.133844E-02   0.484639E+02   0.473703E-07   0.104361E-03   0.159231E-06
   242   0.559558E+04   0.177194E+01   0.134254E-02   0.501571E+02   0.471626E-07   0.103566E-03   0.174081E-06
   243   0.558206E+04   0.183635E+01   0.134644E-02   0.518468E+02   0.469540E-07   0.102724E-03   0.188621E-06
   244   0.556834E+04   0.190292E+01   0.135011E-02   0.535338E+02   0.467566E-07   0.101923E-03   0.203296E-06
   245   0.555352E+04   0.197163E+01   0.135350E-02   0.552130E+02   0.465436E-07   0.101021E-03   0.217946E-06
   246   0.553845E+04   0.204255E+01   0.135666E-02   0.568885E+02   0.463462E-07   0.100222E-03   0.232614E-06
   247   0.552271E+04   0.211561E+01   0.135955E-02   0.585543E+02   0.461390E-07   0.994290E-04   0.246661E-06
   248   0.550675E+04   0.219093E+01   0.136214E-02   0.602170E+02   0.459439E-07   0.986370E-04   0.260864E-06
   249   0.548947E+04   0.226843E+01   0.136448E-02   0.618651E+02   0.457402E-07   0.977782E-04   0.274885E-06
   250   0.547229E+04   0.234820E+01   0.136651E-02   0.635094E+02   0.455473E-07   0.969541E-04   0.289481E-06
   251   0.545431E+04   0.243018E+01   0.136819E-02   0.651415E+02   0.453469E-07   0.961720E-04   0.303392E-06
   252   0.543594E+04   0.251445E+01   0.136959E-02   0.667658E+02   0.451563E-07   0.954455E-04   0.317388E-06
   253   0.541694E+04   0.260090E+01   0.137067E-02   0.683751E+02   0.449592E-07   0.946333E-04   0.330932E-06
   254   0.539774E+04   0.268968E+01   0.137139E-02   0.699775E+02   0.447707E-07   0.938439E-04   0.344914E-06
   255   0.537739E+04   0.278069E+01   0.137182E-02   0.715610E+02   0.445768E-07   0.930176E-04   0.359064E-06
   256   0.535698E+04   0.287401E+01   0.137193E-02   0.731357E+02   0.443904E-07   0.922738E-04   0.372959E-06
   257   0.533600E+04   0.296956E+01   0.137161E-02   0.746947E+02   0.441996E-07   0.915582E-04   0.386395E-06
   258   0.531461E+04   0.306745E+01   0.137099E-02   0.762412E+02   0.440154E-07   0.907746E-04   0.400328E-06
   259   0.529255E+04   0.316752E+01   0.137005E-02   0.777680E+02   0.438276E-07   0.899729E-04   0.414088E-06
   260   0.527037E+04   0.326995E+01   0.136872E-02   0.792837E+02   0.436454E-07   0.892409E-04   0.428271E-06
   261   0.524719E+04   0.337460E+01   0.136707E-02   0.807769E+02   0.434607E-07   0.885203E-04   0.441898E-06
   262   0.522383E+04   0.348157E+01   0.136509E-02   0.822559E+02   0.432805E-07   0.878227E-04   0.455315E-06
   263   0.520008E+04   0.359075E+01   0.136269E-02   0.837158E+02   0.430987E-07   0.870510E-04   0.469021E-06
   264   0.517591E+04   0.370226E+01   0.135995E-02   0.851591E+02   0.429205E-07   0.862825E-04   0.482973E-06
   265   0.515111E+04   0.381593E+01   0.135692E-02   0.865779E+02   0.427417E-07   0.855808E-04   0.496717E-06
   266   0.512615E+04   0.393190E+01   0.135352E-02   0.879812E+02   0.425654E-07   0.849043E-04   0.510108E-06
   267   0.510047E+04   0.405008E+01   0.134975E-02   0.893596E+02   0.423892E-07   0.842096E-04   0.523158E-06
   268   0.507444E+04   0.417053E+01   0.134570E-02   0.907177E+02   0.422148E-07   0.834531E-04   0.536701E-06
   269   0.504818E+04   0.429311E+01   0.134126E-02   0.920540E+02   0.420414E-07   0.827166E-04   0.550238E-06
   270   0.502155E+04   0.441796E+01   0.133646E-02   0.933694E+02   0.418690E-07   0.820688E-04   0.563389E-06
   271   0.499430E+04   0.454493E+01   0.133141E-02   0.946570E+02   0.416984E-07   0.814064E-04   0.576300E-06
   272   0.496690E+04   0.467408E+01   0.132602E-02   0.959233E+02   0.415277E-07   0.807082E-04   0.588768E-06
   273   0.493939E+04   0.480548E+01   0.132028E-02   0.971707E+02   0.413657E-07   0.800414E-04   0.602032E-06
   274   0.491067E+04   0.493884E+01   0.131428E-02   0.983783E+02   0.411908E-07   0.792876E-04   0.614767E-06
   275   0.488220E+04   0.507448E+01   0.130804E-02   0.995704E+02   0.410308E-07   0.786827E-04   0.627446E-06
   276   0.485340E+04   0.521197E+01   0.130129E-02   0.100733E+03   0.408583E-07   0.780418E-04   0.638989E-06
   277   0.482436E+04   0.535180E+01   0.129435E-02   0.101873E+03   0.407002E-07   0.773659E-04   0.651422E-06
   278   0.479452E+04   0.549332E+01   0.128726E-02   0.102974E+03   0.405300E-07   0.766530E-04   0.662989E-06
   279   0.476500E+04   0.563713E+01   0.127981E-02   0.104060E+03   0.403717E-07   0.760065E-04   0.675418E-06
   280   0.473450E+04   0.578277E+01   0.127207E-02   0.105105E+03   0.402059E-07   0.753685E-04   0.686665E-06
   281   0.470406E+04   0.593055E+01   0.126418E-02   0.106129E+03   0.400492E-07   0.747760E-04   0.697783E-06
   282   0.467351E+04   0.607995E+01   0.125589E-02   0.107120E+03   0.398860E-07   0.740992E-04   0.708575E-06
   283   0.464272E+04   0.623157E+01   0.124740E-02   0.108088E+03   0.397309E-07   0.734301E-04   0.720114E-06
   284   0.461118E+04   0.638473E+01   0.123884E-02   0.109011E+03   0.395700E-07   0.727832E-04   0.731052E-06
   285   0.457990E+04   0.653994E+01   0.123003E-02   0.109915E+03   0.394165E-07   0.721894E-04   0.741891E-06
   286   0.454803E+04   0.669681E+01   0.122089E-02   0.110779E+03   0.392581E-07   0.715877E-04   0.751758E-06
   287   0.451603E+04   0.685565E+01   0.121168E-02   0.111616E+03   0.391062E-07   0.709495E-04   0.762338E-06
   288   0.448398E+04   0.701584E+01   0.120222E-02   0.112418E+03   0.389500E-07   0.702676E-04   0.772848E-06
   289   0.445186E+04   0.717803E+01   0.119256E-02   0.113194E+03   0.387995E-07   0.696824E-04   0.783383E-06
   290   0.441895E+04   0.734162E+01   0.118288E-02   0.113923E+03   0.386456E-07   0.691067E-04   0.793160E-06
   291   0.438632E+04   0.750697E+01   0.117305E-02   0.114627E+03   0.384967E-07   0.685073E-04   0.802895E-06
   292   0.435339E+04   0.767373E+01   0.116294E-02   0.115295E+03   0.383450E-07   0.678803E-04   0.812589E-06
   293   0.432025E+04   0.784224E+01   0.115279E-02   0.115930E+03   0.381976E-07   0.672374E-04   0.823139E-06
   294   0.428706E+04   0.801185E+01   0.114254E-02   0.116527E+03   0.380482E-07   0.666488E-04   0.833054E-06
   295   0.425391E+04   0.818315E+01   0.113214E-02   0.117096E+03   0.379021E-07   0.661358E-04   0.842481E-06
   296   0.422016E+04   0.835567E+01   0.112172E-02   0.117618E+03   0.377548E-07   0.655399E-04   0.851911E-06
   297   0.418650E+04   0.852964E+01   0.111129E-02   0.118110E+03   0.376102E-07   0.648930E-04   0.861860E-06
   298   0.415287E+04   0.870471E+01   0.110063E-02   0.118567E+03   0.374649E-07   0.643006E-04   0.872006E-06
   299   0.411903E+04   0.888124E+01   0.108995E-02   0.118988E+03   0.373217E-07   0.637519E-04   0.882126E-06
   300   0.408504E+04   0.905865E+01   0.107931E-02   0.119368E+03   0.371786E-07   0.632277E-04   0.891470E-06
   301   0.405127E+04   0.923732E+01   0.106860E-02   0.119719E+03   0.370368E-07   0.626804E-04   0.900743E-06
   302   0.401705E+04   0.941702E+01   0.105786E-02   0.120024E+03   0.368957E-07   0.620533E-04   0.910903E-06
   303   0.398281E+04   0.959781E+01   0.104719E-02   0.120293E+03   0.367552E-07   0.614619E-04   0.921279E-06
   304   0.394877E+04   0.977937E+01   0.103643E-02   0.120529E+03   0.366160E-07   0.609677E-04   0.931207E-06
   305   0.391461E+04   0.996203E+01   0.102565E-02   0.120728E+03   0.364768E-07   0.604620E-04   0.940569E-06
   306   0.388040E+04   0.101458E+02   0.101495E-02   0.120890E+03   0.363445E-07   0.599256E-04   0.950562E-06
   307   0.384617E+04   0.103294E+02   0.100437E-02   0.121006E+03   0.362017E-07   0.593296E-04   0.959849E-06
   308   0.381225E+04   0.105146E+02   0.993713E-03   0.121099E+03   0.360708E-07   0.587865E-04   0.970764E-06
   309   0.377752E+04   0.106999E+02   0.983200E-03   0.121128E+03   0.359298E-07   0.582623E-04   0.980121E-06
   310   0.374335E+04   0.108863E+02   0.972814E-03   0.121136E+03   0.358004E-07   0.578022E-04   0.989815E-06
   311   0.370930E+04   0.110726E+02   0.962245E-03   0.121105E+03   0.356611E-07   0.572600E-04   0.998405E-06
   312   0.367517E+04   0.112601E+02   0.951880E-03   0.121039E+03   0.355331E-07   0.567141E-04   0.100877E-05
   313   0.364097E+04   0.114470E+02   0.941746E-03   0.120921E+03   0.353954E-07   0.561645E-04   0.101808E-05
   314   0.360720E+04   0.116351E+02   0.931622E-03   0.120783E+03   0.352687E-07   0.556979E-04   0.102795E-05
   315   0.357284E+04   0.118230E+02   0.921567E-03   0.120584E+03   0.351327E-07   0.552187E-04   0.103617E-05
   316   0.353891E+04   0.120116E+02   0.911752E-03   0.120358E+03   0.350054E-07   0.547194E-04   0.104508E-05
   317   0.350526E+04   0.121996E+02   0.901891E-03   0.120098E+03   0.348730E-07   0.541686E-04   0.105388E-05
   318   0.347166E+04   0.123884E+02   0.892191E-03   0.119802E+03   0.347469E-07   0.536586E-04   0.106352E-05
   319   0.343784E+04   0.125765E+02   0.882797E-03   0.119450E+03   0.346162E-07   0.531991E-04   0.107172E-05
   320   0.340451E+04   0.127651E+02   0.873487E-03   0.119078E+03   0.344913E-07   0.527631E-04   0.107975E-05
   321   0.337099E+04   0.129532E+02   0.864229E-03   0.118654E+03   0.343623E-07   0.522601E-04   0.108737E-05
   322   0.333766E+04   0.131416E+02   0.855259E-03   0.118198E+03   0.342384E-07   0.517242E-04   0.109595E-05
   323   0.330476E+04   0.133289E+02   0.846373E-03   0.117707E+03   0.341112E-07   0.512209E-04   0.110412E-05
   324   0.327197E+04   0.135166E+02   0.837638E-03   0.117184E+03   0.339884E-07   0.507958E-04   0.111205E-05
   325   0.323896E+04   0.137034E+02   0.829199E-03   0.116604E+03   0.338628E-07   0.503694E-04   0.111869E-05
   326   0.320647E+04   0.138901E+02   0.820941E-03   0.116001E+03   0.337411E-07   0.498838E-04   0.112575E-05
   327   0.317402E+04   0.140759E+02   0.812746E-03   0.115356E+03   0.336171E-07   0.493551E-04   0.113314E-05
   328   0.314176E+04   0.142615E+02   0.804824E-03   0.114675E+03   0.334965E-07   0.488818E-04   0.114082E-05
   329   0.310983E+04   0.144458E+02   0.797114E-03   0.113958E+03   0.333742E-07   0.484690E-04   0.114746E-05
   330   0.307818E+04   0.146298E+02   0.789540E-03   0.113213E+03   0.332547E-07   0.480636E-04   0.115353E-05
   331   0.304642E+04   0.148126E+02   0.782236E-03   0.112413E+03   0.331339E-07   0.475891E-04   0.115949E-05
   332   0.301503E+04   0.149949E+02   0.775185E-03   0.111587E+03   0.330153E-07   0.470799E-04   0.116623E-05
   333   0.298399E+04   0.151758E+02   0.768224E-03   0.110727E+03   0.328960E-07   0.466183E-04   0.117298E-05
   334   0.295308E+04   0.153561E+02   0.761516E-03   0.109831E+03   0.327785E-07   0.462256E-04   0.117908E-05
   335   0.292246E+04   0.155347E+02   0.755074E-03   0.108897E+03   0.326608E-07   0.458230E-04   0.118422E-05
   336   0.289225E+04   0.157124E+02   0.748793E-03   0.107936E+03   0.325443E-07   0.453733E-04   0.118944E-05
   337   0.286200E+04   0.158887E+02   0.742745E-03   0.106930E+03   0.324281E-07   0.448898E-04   0.119549E-05
   338   0.283213E+04   0.160639E+02   0.736968E-03   0.105891E+03   0.323126E-07   0.444406E-04   0.120154E-05
   339   0.280269E+04   0.162380E+02   0.731419E-03   0.104829E+03   0.322023E-07   0.440502E-04   0.120769E-05
   340   0.277343E+04   0.164096E+02   0.725924E-03   0.103727E+03   0.320833E-07   0.436764E-04   0.121153E-05
   341   0.274448E+04   0.165808E+02   0.720773E-03   0.102594E+03   0.319741E-07   0.432684E-04   0.121666E-05
   342   0.271586E+04   0.167488E+02   0.715847E-03   0.101426E+03   0.318564E-07   0.427848E-04   0.122129E-05
   343   0.268771E+04   0.169165E+02   0.711078E-03   0.100240E+03   0.317483E-07   0.423559E-04   0.122734E-05
   344   0.265939E+04   0.170814E+02   0.706614E-03   0.989901E+02   0.316318E-07   0.419642E-04   0.123172E-05
   345   0.263171E+04   0.172455E+02   0.702370E-03   0.977319E+02   0.315247E-07   0.416036E-04   0.123638E-05
   346   0.260446E+04   0.174065E+02   0.698198E-03   0.964452E+02   0.314096E-07   0.412060E-04   0.123958E-05
   347   0.257743E+04   0.175668E+02   0.694324E-03   0.951281E+02   0.313036E-07   0.407678E-04   0.124495E-05
   348   0.255071E+04   0.177235E+02   0.690697E-03   0.937704E+02   0.311897E-07   0.403170E-04   0.124928E-05
   349   0.252453E+04   0.178794E+02   0.687231E-03   0.924023E+02   0.310847E-07   0.399746E-04   0.125416E-05
   350   0.249833E+04   0.180323E+02   0.683989E-03   0.909811E+02   0.309720E-07   0.396269E-04   0.125708E-05
   351   0.247272E+04   0.181839E+02   0.680979E-03   0.895452E+02   0.308680E-07   0.392486E-04   0.126077E-05
   352   0.244756E+04   0.183318E+02   0.678076E-03   0.880894E+02   0.307565E-07   0.388066E-04   0.126424E-05
   353   0.242275E+04   0.184787E+02   0.675397E-03   0.866077E+02   0.306535E-07   0.383889E-04   0.126930E-05
   354   0.239814E+04   0.186218E+02   0.672971E-03   0.850812E+02   0.305433E-07   0.380401E-04   0.127252E-05
   355   0.237411E+04   0.187635E+02   0.670699E-03   0.835496E+02   0.304397E-07   0.377309E-04   0.127565E-05
   356   0.235031E+04   0.189018E+02   0.668580E-03   0.819781E+02   0.303322E-07   0.373573E-04   0.127798E-05
   357   0.232690E+04   0.190384E+02   0.666688E-03   0.803863E+02   0.302294E-07   0.369315E-04   0.128165E-05
   358   0.230406E+04   0.191711E+02   0.664913E-03   0.787807E+02   0.301232E-07   0.365286E-04   0.128517E-05
   359   0.228162E+04   0.193021E+02   0.663318E-03   0.771541E+02   0.300211E-07   0.362063E-04   0.128882E-05
   360   0.225933E+04   0.194295E+02   0.661932E-03   0.754854E+02   0.299162E-07   0.358946E-04   0.129084E-05
   361   0.223768E+04   0.195547E+02   0.660683E-03   0.738108E+02   0.298151E-07   0.355560E-04   0.129276E-05
   362   0.221634E+04   0.196763E+02   0.659562E-03   0.721114E+02   0.297114E-07   0.351517E-04   0.129525E-05
   363   0.219539E+04   0.197957E+02   0.658612E-03   0.703901E+02   0.296110E-07   0.347488E-04   0.129869E-05
   364   0.217498E+04   0.199110E+02   0.657788E-03   0.686542E+02   0.295086E-07   0.344255E-04   0.130134E-05
   365   0.215499E+04   0.200240E+02   0.657103E-03   0.669069E+02   0.294089E-07   0.341452E-04   0.130313E-05
   366   0.213528E+04   0.201334E+02   0.656562E-03   0.651219E+02   0.293077E-07   0.338175E-04   0.130429E-05
   367   0.211607E+04   0.202401E+02   0.656153E-03   0.633286E+02   0.292089E-07   0.334361E-04   0.130611E-05
   368   0.209732E+04   0.203428E+02   0.655832E-03   0.615246E+02   0.291089E-07   0.330612E-04   0.130850E-05
   369   0.207899E+04   0.204431E+02   0.655635E-03   0.596995E+02   0.290108E-07   0.327246E-04   0.131115E-05
   370   0.206107E+04   0.205391E+02   0.655555E-03   0.578592E+02   0.289119E-07   0.324496E-04   0.131214E-05
   371   0.204369E+04   0.206323E+02   0.655559E-03   0.560147E+02   0.288146E-07   0.321732E-04   0.131256E-05
   372   0.202662E+04   0.207217E+02   0.655672E-03   0.541414E+02   0.287169E-07   0.318168E-04   0.131346E-05
   373   0.200998E+04   0.208081E+02   0.655876E-03   0.522575E+02   0.286203E-07   0.314245E-04   0.131543E-05
   374   0.199391E+04   0.208903E+02   0.656139E-03   0.503714E+02   0.285238E-07   0.310932E-04   0.131721E-05
   375   0.197821E+04   0.209696E+02   0.656491E-03   0.484712E+02   0.284279E-07   0.308433E-04   0.131798E-05
   376   0.196292E+04   0.210460E+02   0.656912E-03   0.465569E+02   0.283363E-07   0.305716E-04   0.131869E-05
   377   0.194820E+04   0.211165E+02   0.657391E-03   0.446380E+02   0.282374E-07   0.302455E-04   0.131782E-05
   378   0.193390E+04   0.211853E+02   0.657929E-03   0.427194E+02   0.281465E-07   0.298978E-04   0.131957E-05
   379   0.191987E+04   0.212490E+02   0.658520E-03   0.407604E+02   0.280486E-07   0.295419E-04   0.132040E-05
   380   0.190644E+04   0.213103E+02   0.659160E-03   0.388146E+02   0.279586E-07   0.292882E-04   0.132162E-05
   381   0.189345E+04   0.213662E+02   0.659818E-03   0.368711E+02   0.278617E-07   0.290558E-04   0.132003E-05
   382   0.188090E+04   0.214202E+02   0.660517E-03   0.349134E+02   0.277724E-07   0.287698E-04   0.131996E-05
   383   0.186878E+04   0.214683E+02   0.661248E-03   0.329474E+02   0.276765E-07   0.283945E-04   0.131970E-05
   384   0.185720E+04   0.215142E+02   0.661989E-03   0.309922E+02   0.275881E-07   0.280813E-04   0.132082E-05
   385   0.184590E+04   0.215551E+02   0.662748E-03   0.290073E+02   0.274931E-07   0.278195E-04   0.132058E-05
   386   0.183511E+04   0.215934E+02   0.663521E-03   0.270326E+02   0.274054E-07   0.275945E-04   0.132000E-05
   387   0.182487E+04   0.216260E+02   0.664276E-03   0.250700E+02   0.273114E-07   0.273230E-04   0.131798E-05
   388   0.181499E+04   0.216565E+02   0.665047E-03   0.230994E+02   0.272245E-07   0.269986E-04   0.131766E-05
   389   0.180553E+04   0.216813E+02   0.665797E-03   0.211169E+02   0.271314E-07   0.266736E-04   0.131753E-05
   390   0.179663E+04   0.217036E+02   0.666536E-03   0.191514E+02   0.270453E-07   0.264086E-04   0.131799E-05
   391   0.178800E+04   0.217208E+02   0.667257E-03   0.171725E+02   0.269531E-07   0.261876E-04   0.131602E-05
   392   0.177991E+04   0.217353E+02   0.667948E-03   0.151991E+02   0.268677E-07   0.259497E-04   0.131436E-05
   393   0.177230E+04   0.217441E+02   0.668610E-03   0.132428E+02   0.267764E-07   0.256615E-04   0.131232E-05
   394   0.176507E+04   0.217504E+02   0.669244E-03   0.112886E+02   0.266917E-07   0.253355E-04   0.131256E-05
   395   0.175827E+04   0.217515E+02   0.669822E-03   0.932019E+01   0.266014E-07   0.250549E-04   0.131144E-05
   396   0.175194E+04   0.217496E+02   0.670374E-03   0.737318E+01   0.265175E-07   0.248595E-04   0.131032E-05
   397   0.174598E+04   0.217427E+02   0.670863E-03   0.542860E+01   0.264280E-07   0.246562E-04   0.130719E-05
   398   0.174050E+04   0.217329E+02   0.671305E-03   0.348677E+01   0.263434E-07   0.243742E-04   0.130512E-05
   399   0.173542E+04   0.217177E+02   0.671691E-03   0.156429E+01   0.262562E-07   0.240635E-04   0.130335E-05
   400   0.173080E+04   0.216996E+02   0.672013E-03  -0.348330E+00   0.261722E-07   0.237980E-04   0.130293E-05
   401   0.172654E+04   0.216768E+02   0.672268E-03  -0.226943E+01   0.260859E-07   0.235839E-04   0.130093E-05
   402   0.172272E+04   0.216507E+02   0.672460E-03  -0.416956E+01   0.260026E-07   0.233986E-04   0.129801E-05
   403   0.171934E+04   0.216197E+02   0.672572E-03  -0.605413E+01   0.259173E-07   0.231678E-04   0.129435E-05
